log_id;customer_id;access_date;access_time;pages_visited;device;session_duration;source_ip
422;382;2023-11-01;2:31;home page;desktop;286;210.33.90.44
423;3;2023-10-30;19:37;terms of use;tablet;1445;218.254.13.66
424;31;2022-11-16;18:25;policies;mobile;785;68.196.70.95
425;283;2023-07-12;0:21;home page;desktop;1538;224.43.245.57
426;232;2023-06-15;16:43;policies;mobile;953;33.64.15.40
427;285;2022-12-16;12:18;policies;tablet;3365;234.19.35.39
428;301;2023-10-14;16:28;products;desktop;139;189.242.253.238
429;71;2022-11-15;4:25;products;mobile;1873;184.244.78.75
430;404;2023-08-10;19:31;terms of use;mobile;1014;38.122.163.28
431;336;2023-01-03;22:53;home page;tablet;3168;159.106.242.115
432;364;2023-06-04;2:11;home page;desktop;853;191.31.51.58
433;295;2023-05-20;0:07;products;desktop;1076;186.119.162.75
434;463;2023-05-19;13:25;terms of use;tablet;1655;29.164.132.7
435;130;2023-01-20;16:00;products;mobile;2061;179.152.117.33
436;425;2023-04-17;0:57;terms of use;tablet;2652;11.52.71.179
437;234;2023-05-04;1:18;policies;mobile;1324;183.165.183.141
438;322;2022-11-24;10:57;home page;mobile;1508;74.125.129.235
439;353;2023-03-17;7:07;policies;tablet;3388;47.191.68.115
440;59;2023-02-26;16:06;policies;mobile;2546;231.208.155.166
441;77;2023-06-19;2:40;home page;tablet;2146;154.169.144.197
442;167;2023-05-25;22:16;policies;mobile;422;118.38.149.132
443;307;2023-07-09;18:30;policies;tablet;2901;134.197.163.239
444;477;2023-06-24;23:34;products;tablet;231;35.13.93.110
445;148;2023-07-17;10:46;home page;mobile;1254;167.33.69.137
446;101;2023-03-18;16:00;products;desktop;2353;20.109.228.65
447;458;2023-04-25;4:21;policies;tablet;1119;1.53.72.92
448;262;2023-09-08;2:51;terms of use;tablet;591;97.96.203.135
449;359;2023-03-14;14:51;terms of use;tablet;3290;85.6.34.9
450;96;2023-05-20;13:24;home page;desktop;472;236.106.54.24
451;167;2023-03-21;22:00;home page;tablet;1778;40.8.46.224
452;439;2023-04-04;12:20;products;tablet;598;163.192.159.8
453;389;2023-09-06;13:36;home page;mobile;2845;119.232.241.197
454;59;2023-08-08;7:26;policies;tablet;1397;196.82.219.123
455;227;2023-01-30;17:21;products;desktop;1237;219.50.101.175
456;208;2023-05-18;19:21;policies;tablet;1732;197.11.254.158
457;374;2023-02-27;0:51;home page;mobile;2945;149.36.108.1
458;58;2023-03-20;5:01;home page;desktop;3546;138.101.110.4
459;103;2023-06-27;14:13;terms of use;desktop;1229;120.75.141.168
460;446;2023-04-23;8:00;terms of use;mobile;789;54.159.127.184
461;22;2023-03-02;15:06;home page;tablet;653;152.117.214.93
462;364;2023-03-09;15:10;home page;desktop;311;32.0.214.250
463;92;2023-01-24;0:14;home page;desktop;2385;20.78.68.95
464;60;2023-03-20;3:02;home page;desktop;2411;8.95.140.11
465;155;2023-04-04;10:00;home page;desktop;815;60.91.219.110
466;35;2023-11-04;12:33;policies;desktop;2567;174.118.60.250
467;185;2023-02-15;1:56;home page;desktop;2164;45.166.46.50
468;327;2023-01-18;19:38;products;desktop;3501;217.25.49.239
469;103;2023-08-15;9:17;products;desktop;2608;24.139.131.174
470;359;2023-09-28;12:27;home page;mobile;2353;170.98.225.17
471;401;2023-10-09;10:04;products;desktop;2295;69.104.214.114
472;150;2023-08-21;7:10;terms of use;tablet;1505;75.175.194.209
473;85;2023-05-02;5:58;policies;mobile;754;192.177.82.94
474;285;2022-11-09;22:44;products;tablet;3290;135.8.124.78
475;187;2023-06-03;7:15;policies;mobile;2577;47.80.136.195
476;500;2023-06-20;7:35;policies;mobile;2506;14.105.29.97
477;340;2023-07-30;12:00;products;desktop;2680;65.168.177.166
478;211;2023-02-23;19:09;terms of use;desktop;1938;11.215.147.212
479;429;2023-05-19;0:21;products;mobile;3173;1.222.89.205
480;374;2023-08-09;20:32;terms of use;tablet;1598;216.214.197.17
481;263;2023-06-05;2:20;home page;mobile;1957;36.109.238.185
482;419;2023-02-03;17:30;home page;tablet;3448;194.211.126.42
483;35;2023-10-29;7:17;policies;tablet;1243;72.144.140.13
484;95;2023-07-20;23:07;home page;desktop;2601;173.20.153.154
485;3;2023-09-14;2:35;terms of use;tablet;89;131.111.201.170
486;431;2023-09-29;5:36;policies;mobile;754;171.226.240.18
487;343;2023-01-28;1:25;policies;mobile;1839;104.164.205.222
488;46;2023-10-11;11:57;policies;mobile;2995;108.60.204.213
489;458;2023-04-28;0:26;home page;desktop;3519;227.143.2.113
490;247;2022-11-20;17:19;policies;desktop;1975;155.206.22.36
491;364;2023-10-22;17:59;terms of use;tablet;809;237.239.6.160
492;256;2023-02-13;6:37;policies;desktop;3491;208.188.134.77
493;230;2023-02-10;9:14;terms of use;desktop;2640;201.216.119.244
494;91;2022-11-14;9:56;products;desktop;2123;213.4.57.43
495;271;2023-03-02;10:53;home page;desktop;3151;64.192.242.184
496;109;2022-12-25;3:34;home page;desktop;486;101.225.134.9
497;131;2023-10-10;22:18;home page;mobile;2367;250.222.103.163
498;417;2022-12-05;21:46;home page;mobile;2739;78.32.172.73
499;41;2023-02-17;21:20;products;mobile;1880;77.162.180.241
500;163;2022-12-12;6:45;products;mobile;1405;66.198.21.32
501;92;2023-01-15;1:44;home page;mobile;1695;130.141.70.221
502;228;2023-08-20;19:41;terms of use;mobile;2358;236.9.139.206
503;338;2023-10-19;9:55;terms of use;mobile;1295;167.247.100.112
504;334;2023-01-17;7:27;products;desktop;265;237.147.108.201
505;234;2023-02-06;13:26;policies;tablet;198;63.179.209.18
506;240;2023-07-19;1:57;home page;tablet;773;133.4.172.91
507;284;2023-09-26;5:45;policies;desktop;767;133.141.199.75
508;376;2023-05-02;23:15;policies;desktop;2798;65.203.221.148
509;318;2023-03-12;0:54;products;tablet;1112;80.9.187.48
510;381;2023-03-19;21:40;home page;desktop;3512;99.215.186.231
511;116;2023-10-01;11:12;policies;tablet;558;130.190.6.115
512;403;2023-10-13;18:38;terms of use;desktop;3087;48.132.198.226
513;496;2022-11-30;20:08;home page;mobile;2805;221.88.87.180
514;26;2023-09-14;2:54;products;mobile;475;35.183.199.79
515;22;2023-05-10;14:53;products;desktop;3403;189.251.91.202
516;95;2023-02-10;10:29;products;mobile;3359;229.177.33.183
517;482;2023-09-16;16:41;home page;desktop;3060;158.101.34.66
518;436;2023-09-05;0:41;home page;tablet;1645;15.187.215.3
519;287;2023-04-10;21:12;products;desktop;496;220.218.38.174
520;466;2023-02-03;4:35;policies;mobile;2039;121.175.135.30
521;164;2023-06-01;8:07;home page;tablet;1282;13.118.165.29
522;210;2023-02-13;19:31;products;desktop;1246;140.41.60.16
523;396;2023-09-10;6:13;products;mobile;342;58.208.49.197
524;369;2022-11-27;20:24;terms of use;mobile;208;211.180.142.93
525;127;2022-12-30;9:26;terms of use;tablet;2251;41.143.202.20
526;289;2023-08-23;0:21;products;mobile;659;90.109.150.238
527;356;2023-01-27;22:40;home page;desktop;1637;43.144.150.9
528;309;2023-08-09;14:58;terms of use;desktop;2585;254.118.214.189
529;197;2023-02-06;22:20;terms of use;desktop;1073;114.225.182.177
530;141;2022-12-23;20:58;home page;desktop;3128;47.69.119.141
531;34;2023-05-08;1:11;policies;tablet;2790;169.37.114.235
532;369;2023-08-22;23:24;terms of use;mobile;591;190.105.89.245
533;407;2023-01-28;4:08;terms of use;desktop;3213;97.31.149.15
534;463;2022-12-22;11:09;policies;desktop;2386;251.195.33.183
535;498;2023-08-31;23:05;products;tablet;3341;161.169.13.164
536;221;2023-08-11;6:10;policies;mobile;1882;57.89.126.64
537;97;2022-11-13;4:39;policies;desktop;1245;98.137.165.127
538;67;2023-09-13;22:06;terms of use;tablet;893;155.130.200.129
539;4;2023-07-04;15:47;terms of use;tablet;3068;35.124.31.197
540;132;2023-09-11;8:02;home page;mobile;214;107.151.241.170
541;378;2023-01-22;21:36;home page;desktop;3085;154.117.22.83
542;105;2023-04-08;6:43;terms of use;mobile;1429;249.157.180.137
543;437;2023-08-15;0:10;policies;desktop;3496;10.49.64.94
544;462;2023-08-27;2:38;policies;desktop;1597;241.252.255.78
545;8;2022-11-30;10:27;home page;desktop;2418;93.215.132.165
546;41;2023-10-28;23:13;home page;mobile;672;230.67.123.209
547;282;2023-07-20;13:29;terms of use;desktop;3145;12.189.181.19
548;31;2023-01-07;8:23;home page;tablet;947;218.126.99.237
549;159;2023-06-27;6:07;products;tablet;427;172.131.253.180
550;47;2022-12-04;19:44;policies;desktop;2332;240.123.54.179
551;246;2023-06-04;22:21;policies;tablet;242;82.127.19.143
552;195;2022-12-14;4:49;products;tablet;1520;193.207.94.161
553;71;2022-11-27;3:38;terms of use;tablet;1721;60.69.221.242
554;174;2023-05-25;15:34;products;desktop;1925;0.221.52.239
555;148;2023-04-05;20:49;home page;desktop;1938;46.62.43.42
556;403;2023-04-03;8:35;terms of use;desktop;2283;114.136.223.135
557;274;2023-04-16;19:13;policies;mobile;2856;146.91.153.254
558;154;2023-06-06;6:39;products;desktop;2916;192.79.105.8
559;219;2023-03-13;22:35;products;mobile;1506;254.141.248.50
560;53;2023-09-13;8:19;policies;desktop;2758;102.164.191.48
561;452;2023-06-04;3:03;terms of use;tablet;2622;112.220.178.174
562;47;2023-08-14;4:42;home page;desktop;585;134.11.104.240
563;276;2023-07-23;7:48;products;desktop;60;102.65.107.60
564;385;2023-05-22;4:36;terms of use;mobile;282;140.115.119.80
565;197;2023-08-11;6:31;home page;desktop;3038;225.59.148.100
566;492;2023-08-10;14:33;home page;tablet;813;100.150.103.102
567;342;2023-07-15;3:52;products;desktop;2867;128.169.112.14
568;195;2023-02-06;19:33;policies;desktop;982;197.94.215.143
569;100;2023-07-22;11:36;products;desktop;1575;40.122.62.84
570;183;2023-01-18;17:03;terms of use;tablet;1109;251.195.200.17
571;470;2023-05-21;13:10;terms of use;tablet;2161;71.1.17.71
572;121;2023-01-19;20:41;policies;tablet;928;156.106.240.248
573;475;2023-04-20;23:31;products;desktop;1528;88.177.198.190
574;214;2022-12-14;13:07;policies;desktop;628;12.59.8.169
575;321;2023-08-25;21:49;products;desktop;743;95.114.107.186
576;460;2022-12-03;23:32;terms of use;tablet;627;240.41.148.220
577;51;2023-05-03;14:00;terms of use;mobile;2613;197.144.125.63
578;441;2023-07-31;19:12;terms of use;mobile;981;34.131.176.226
579;187;2023-05-02;18:04;policies;tablet;2725;112.105.222.220
580;193;2023-07-01;6:01;products;mobile;1734;123.31.107.162
581;52;2023-10-28;5:12;products;tablet;2006;139.232.219.137
582;111;2023-03-31;2:38;products;desktop;922;70.255.137.38
583;462;2023-07-17;19:42;policies;tablet;458;113.46.138.87
584;8;2023-06-04;6:57;home page;mobile;3158;172.61.189.11
585;487;2023-07-28;4:59;policies;mobile;3222;23.97.0.60
586;473;2022-12-03;21:45;terms of use;desktop;417;111.29.213.255
587;25;2023-09-03;5:23;home page;mobile;1802;169.7.98.227
588;40;2023-02-24;17:59;home page;desktop;1742;234.9.142.202
589;359;2023-04-11;18:16;home page;tablet;974;231.140.214.112
590;72;2023-09-21;8:43;terms of use;mobile;3204;92.254.148.77
591;281;2023-02-01;7:25;policies;desktop;1927;232.18.118.77
592;325;2023-02-25;20:56;policies;desktop;2262;84.16.20.80
593;404;2022-11-18;22:07;policies;mobile;2392;210.143.83.97
594;260;2023-04-09;20:58;policies;tablet;350;224.105.104.137
595;295;2023-04-17;3:15;home page;desktop;3047;208.169.95.50
596;139;2023-10-31;5:00;home page;tablet;1526;46.109.105.231
597;38;2023-06-16;9:12;home page;tablet;316;178.35.225.175
598;423;2023-02-07;10:49;home page;desktop;2112;30.59.99.18
599;130;2023-07-13;18:09;home page;tablet;1613;192.193.99.29
600;93;2022-11-22;17:45;home page;mobile;489;55.147.97.216
601;256;2023-09-15;18:48;terms of use;desktop;2661;148.219.185.134
602;228;2023-08-03;12:07;policies;desktop;1137;8.160.218.208
603;99;2022-11-09;20:54;products;tablet;996;136.51.63.230
604;410;2023-07-13;7:47;terms of use;desktop;2605;103.1.96.165
605;274;2023-06-05;15:29;policies;tablet;316;181.16.242.207
606;141;2022-12-09;4:25;home page;tablet;1391;58.127.40.104
607;113;2023-06-16;18:47;terms of use;mobile;302;183.155.146.250
608;103;2023-01-12;22:23;home page;mobile;1118;58.231.217.240
609;347;2023-10-11;7:57;home page;desktop;438;69.83.105.166
610;355;2023-04-14;18:33;products;tablet;138;167.163.74.94
611;365;2023-07-30;9:30;home page;desktop;585;215.166.133.8
612;398;2023-01-28;13:18;terms of use;tablet;899;124.9.211.113
613;269;2023-05-27;21:50;home page;mobile;528;180.175.199.203
614;465;2023-07-23;18:45;home page;tablet;2412;87.63.252.102
615;121;2023-05-16;4:58;terms of use;tablet;669;171.55.72.192
616;183;2023-07-27;19:14;policies;mobile;3070;210.72.24.35
617;165;2023-07-08;13:19;home page;mobile;2335;239.236.252.94
618;162;2023-09-08;13:43;products;desktop;427;21.190.195.243
619;324;2023-04-04;15:43;terms of use;mobile;3075;9.197.98.109
620;326;2023-05-10;2:24;terms of use;tablet;2477;36.171.180.151
621;486;2023-04-24;3:26;products;desktop;441;35.5.111.20
622;50;2023-08-05;5:27;policies;desktop;1078;192.64.217.52
623;274;2023-08-28;19:21;terms of use;desktop;580;248.120.172.60
624;242;2023-08-11;13:57;terms of use;mobile;2221;0.224.103.25
625;77;2022-12-17;17:54;home page;mobile;3207;133.125.189.196
626;225;2023-07-14;16:07;products;tablet;1530;129.171.218.226
627;60;2023-01-13;20:18;products;tablet;3096;189.20.58.212
628;285;2023-01-10;17:23;products;tablet;1097;122.150.209.247
629;461;2023-03-27;16:11;terms of use;tablet;1994;160.131.243.71
630;498;2023-07-08;2:22;policies;mobile;764;235.204.79.51
631;214;2023-03-16;11:26;products;desktop;1216;171.252.93.35
632;68;2023-08-24;23:56;home page;mobile;2083;186.69.130.89
633;218;2023-01-18;20:51;home page;mobile;705;166.7.147.142
634;62;2023-10-17;8:35;terms of use;desktop;185;79.28.31.227
635;377;2023-07-06;22:20;policies;desktop;1836;123.106.124.218
636;266;2023-10-08;18:43;terms of use;tablet;3524;226.96.245.225
637;457;2022-12-25;2:41;products;desktop;549;91.251.28.142
638;349;2023-08-08;6:16;products;mobile;190;5.45.18.36
639;30;2022-11-10;1:33;terms of use;tablet;2817;12.50.75.174
640;98;2023-10-15;3:36;terms of use;mobile;2102;215.235.123.241
641;72;2022-12-28;4:42;home page;mobile;2392;193.210.57.133
642;113;2023-03-10;14:16;policies;tablet;1107;126.38.215.142
643;112;2023-04-26;17:18;home page;tablet;1136;54.233.36.143
644;412;2022-12-08;13:05;terms of use;tablet;2798;58.124.4.240
645;91;2023-02-07;1:17;home page;tablet;2958;78.126.165.203
646;382;2023-01-08;9:47;products;tablet;171;145.227.62.211
647;328;2023-09-22;11:12;products;mobile;598;0.16.191.37
648;342;2023-01-22;9:24;products;mobile;2040;186.110.250.186
649;216;2023-07-30;3:39;products;mobile;738;191.65.120.169
650;283;2023-06-28;4:34;terms of use;tablet;2914;12.187.85.75
651;121;2023-09-09;22:11;terms of use;tablet;3366;77.159.176.84
652;287;2023-03-30;2:17;products;tablet;3139;2.49.138.143
653;218;2023-09-09;23:27;products;desktop;1893;162.208.139.155
654;66;2023-01-20;18:25;products;mobile;1743;251.46.113.140
655;359;2023-03-09;22:29;products;tablet;2082;125.188.221.134
656;164;2023-06-23;2:05;home page;desktop;2134;89.191.170.182
657;488;2023-08-20;14:47;terms of use;desktop;598;153.234.229.57
658;335;2023-03-26;6:59;policies;desktop;2532;131.29.68.18
659;423;2022-11-30;4:18;home page;tablet;1705;39.236.164.27
660;15;2023-05-02;1:16;products;desktop;1704;13.63.1.96
661;206;2023-10-29;8:52;policies;mobile;2385;111.88.69.17
662;311;2023-08-27;4:35;products;desktop;3157;110.98.106.4
663;229;2023-05-27;20:34;policies;mobile;2307;201.73.185.228
664;56;2022-11-26;12:07;home page;tablet;2418;206.141.215.223
665;480;2023-06-23;20:18;terms of use;desktop;2028;113.170.123.208
666;254;2023-08-24;0:03;policies;tablet;1426;25.199.74.236
667;495;2023-05-19;5:52;home page;desktop;2168;179.163.156.71
668;435;2022-11-13;21:10;home page;tablet;2628;141.227.51.135
669;303;2023-10-17;22:47;terms of use;tablet;2298;214.55.251.110
670;20;2022-12-25;21:46;products;desktop;1895;134.129.205.213
671;184;2023-04-16;12:13;policies;mobile;563;118.35.246.165
672;435;2023-01-09;3:51;terms of use;desktop;2835;85.33.95.62
673;59;2023-07-30;11:53;terms of use;tablet;2456;151.77.64.146
674;165;2022-12-18;8:55;products;desktop;3104;100.44.76.204
675;10;2023-08-14;9:43;terms of use;desktop;950;234.240.242.126
676;454;2023-03-21;8:20;policies;mobile;2824;212.5.144.223
677;68;2023-04-22;16:00;policies;mobile;683;8.7.142.0
678;205;2023-05-03;19:14;terms of use;tablet;779;34.214.250.193
679;90;2022-11-17;7:19;home page;desktop;2001;76.43.115.25
680;242;2023-03-06;19:13;terms of use;tablet;344;4.165.124.37
681;5;2022-12-09;8:32;products;mobile;895;105.25.134.17
682;91;2023-03-08;3:34;products;mobile;136;126.230.91.134
683;465;2023-01-15;14:14;products;desktop;1686;188.154.212.93
684;253;2023-08-21;7:29;terms of use;desktop;1752;2.235.180.218
685;467;2023-05-17;21:52;terms of use;desktop;1091;245.137.163.70
686;372;2023-02-09;15:18;policies;desktop;2701;14.63.64.185
687;24;2023-11-02;11:30;policies;mobile;2042;220.46.255.124
688;71;2023-02-18;15:19;policies;tablet;715;125.118.171.223
689;488;2023-09-10;13:01;policies;desktop;214;134.248.110.74
690;298;2023-03-18;13:53;products;tablet;2357;112.214.110.157
691;318;2023-01-29;11:38;products;mobile;999;100.126.7.131
692;275;2023-02-16;10:57;terms of use;desktop;317;223.214.39.59
693;52;2023-03-20;15:59;terms of use;tablet;2436;212.146.155.103
694;88;2023-09-22;16:27;terms of use;tablet;3380;160.104.108.34
695;112;2023-03-02;4:49;home page;mobile;2729;22.40.3.8
696;297;2023-04-12;0:41;products;tablet;837;27.215.57.217
697;226;2023-01-08;6:23;terms of use;mobile;2541;217.163.39.3
698;123;2023-11-01;13:41;home page;desktop;2478;19.81.199.176
699;151;2023-07-14;18:57;home page;desktop;3477;71.9.11.7
700;433;2023-09-27;7:43;terms of use;mobile;2429;251.149.77.200
701;498;2023-09-26;17:35;policies;tablet;474;204.108.226.47
702;397;2023-07-22;19:54;products;mobile;2470;79.180.50.128
703;481;2023-04-10;1:57;policies;mobile;1668;239.129.193.249
704;360;2023-05-09;16:58;products;tablet;2344;216.140.224.167
705;356;2023-06-19;21:59;products;mobile;1892;195.104.35.24
706;375;2023-06-26;1:17;policies;desktop;3600;26.166.122.249
707;445;2023-08-08;16:36;home page;desktop;1897;193.59.141.68
708;373;2023-08-25;21:08;policies;tablet;1856;65.8.199.209
709;229;2023-11-05;10:59;policies;mobile;817;143.190.140.149
710;275;2023-02-27;22:59;home page;tablet;1295;134.200.185.236
711;119;2023-07-25;11:00;products;desktop;932;153.74.2.75
712;357;2023-04-22;2:30;home page;desktop;456;221.22.247.60
713;452;2023-07-08;16:50;products;mobile;735;8.219.210.182
714;4;2022-11-23;8:18;home page;desktop;1349;76.176.192.79
715;396;2022-12-13;14:41;policies;desktop;1232;29.98.29.239
716;92;2023-10-01;14:36;policies;desktop;802;248.133.134.114
717;181;2023-06-02;22:26;policies;mobile;1232;231.86.52.139
718;78;2023-05-12;17:47;home page;tablet;590;177.67.148.95
719;375;2023-09-19;6:34;policies;tablet;624;242.23.151.180
720;487;2023-01-09;16:51;products;desktop;1415;100.105.215.101
721;72;2023-11-04;4:03;products;desktop;606;152.170.139.212
722;334;2023-06-10;11:35;policies;desktop;588;23.145.150.132
723;361;2023-03-23;15:43;terms of use;mobile;2981;47.235.201.61
724;378;2023-08-06;10:49;products;tablet;366;26.55.150.11
725;261;2023-08-12;20:33;terms of use;tablet;653;146.126.189.132
726;419;2023-01-02;10:03;policies;tablet;2399;93.24.206.26
727;40;2023-02-17;8:55;home page;desktop;3223;25.8.166.201
728;401;2023-04-13;14:33;products;tablet;522;36.248.116.49
729;171;2022-12-09;6:59;terms of use;tablet;2176;157.78.145.126
730;138;2023-09-07;2:43;terms of use;tablet;1426;204.194.198.202
731;11;2023-04-15;10:30;terms of use;tablet;590;25.90.145.242
732;13;2023-10-23;12:08;terms of use;tablet;253;194.121.194.35
733;250;2023-05-03;7:07;home page;mobile;1816;10.154.128.251
734;293;2023-06-29;11:53;policies;desktop;2646;11.79.197.236
735;277;2023-02-28;4:26;policies;mobile;2192;255.79.240.182
736;71;2023-01-18;13:23;terms of use;tablet;2271;155.225.130.32
737;288;2023-05-11;10:38;products;desktop;719;191.247.231.206
738;470;2023-09-12;14:27;products;mobile;1308;140.89.14.87
739;312;2023-02-02;2:43;policies;tablet;3414;195.193.129.244
740;200;2023-10-21;21:05;policies;desktop;1060;133.156.212.255
741;389;2023-03-10;2:10;products;tablet;517;145.102.120.189
742;391;2023-01-18;9:13;products;desktop;2001;101.209.38.179
743;44;2023-03-01;15:33;home page;desktop;1700;29.224.154.65
744;397;2023-07-28;15:57;home page;desktop;425;119.189.170.65
745;336;2022-12-18;18:45;policies;desktop;1010;255.90.249.151
746;17;2023-09-21;16:37;terms of use;tablet;3185;251.31.85.223
747;221;2022-12-08;11:11;terms of use;mobile;2861;213.160.90.139
748;47;2023-04-03;8:28;terms of use;mobile;3485;56.134.0.106
749;329;2023-09-18;4:28;products;mobile;2054;61.7.85.75
750;148;2023-08-03;12:51;products;tablet;1358;148.17.208.254
751;341;2023-04-14;12:46;home page;mobile;1954;136.149.67.192
752;389;2023-04-17;23:11;products;tablet;520;253.28.146.184
753;390;2022-11-09;16:25;policies;mobile;1483;101.183.247.64
754;160;2023-04-01;9:17;terms of use;mobile;2939;51.166.228.137
755;119;2022-12-18;14:25;policies;mobile;2882;203.48.156.96
756;118;2023-01-06;14:45;products;desktop;1742;220.155.39.2
757;336;2023-01-11;1:48;home page;desktop;800;29.142.90.174
758;423;2022-12-12;12:16;policies;tablet;2331;67.98.0.141
759;428;2023-04-25;3:22;products;tablet;632;76.244.98.232
760;250;2022-12-29;12:43;policies;mobile;244;229.212.18.177
761;35;2023-05-22;23:31;terms of use;desktop;3427;239.154.2.132
762;424;2023-02-14;23:35;products;desktop;1939;146.223.20.110
763;355;2023-07-10;17:13;products;desktop;2919;150.148.229.244
764;113;2023-04-05;8:54;products;tablet;3300;176.67.153.232
765;130;2023-06-09;11:17;products;tablet;2157;54.135.150.240
766;278;2023-01-05;9:31;products;mobile;1155;205.193.31.57
767;446;2023-03-22;9:37;policies;mobile;116;229.200.64.158
768;225;2023-04-26;8:41;policies;desktop;2425;184.251.6.32
769;418;2023-01-09;14:16;policies;mobile;420;24.94.119.149
770;103;2022-11-20;19:07;home page;mobile;871;154.234.142.195
771;305;2023-10-11;2:14;policies;tablet;3478;245.73.54.149
772;61;2023-03-15;7:01;products;mobile;2670;52.214.197.239
773;55;2023-02-07;14:44;terms of use;desktop;1429;49.177.60.204
774;43;2023-10-09;19:17;policies;mobile;791;133.108.62.73
775;479;2022-12-12;11:36;terms of use;desktop;246;157.58.113.73
776;237;2023-01-11;10:11;products;mobile;1624;251.158.64.230
777;339;2023-07-08;20:46;policies;mobile;2565;178.23.141.215
778;19;2023-02-05;8:00;policies;tablet;2301;141.123.181.7
779;5;2023-05-26;2:49;home page;mobile;1039;216.240.221.135
780;230;2023-09-11;21:10;policies;desktop;150;155.26.89.185
781;47;2023-03-27;0:45;home page;tablet;2656;100.215.145.133
782;197;2023-05-25;6:32;home page;desktop;2543;113.162.181.207
783;36;2023-06-23;3:59;home page;mobile;1823;209.192.218.240
784;144;2023-02-14;9:43;terms of use;desktop;890;85.68.231.55
785;363;2023-05-09;10:25;policies;tablet;2310;148.165.46.111
786;410;2023-01-08;22:14;products;tablet;3533;138.62.23.186
787;119;2023-04-28;22:03;products;desktop;3223;99.162.159.32
788;378;2023-11-05;1:26;policies;mobile;2521;111.36.114.33
789;477;2023-07-28;12:48;terms of use;tablet;3225;154.47.7.122
790;117;2023-03-25;16:03;home page;tablet;2349;21.190.2.212
791;432;2023-10-24;23:31;products;desktop;2528;207.71.64.73
792;9;2023-05-02;10:18;home page;mobile;394;113.68.127.24
793;169;2023-03-24;19:02;products;tablet;752;87.10.11.214
794;201;2023-05-19;14:58;terms of use;mobile;1807;65.125.145.227
795;253;2023-02-20;2:56;home page;tablet;1121;165.198.39.39
796;457;2023-07-11;23:39;products;tablet;2026;92.69.123.118
797;288;2023-09-24;10:55;policies;mobile;1881;54.201.113.97
798;104;2022-11-19;18:34;terms of use;desktop;3165;33.238.166.90
799;350;2023-04-04;1:58;policies;mobile;2000;168.93.125.68
800;207;2023-08-26;1:00;policies;mobile;169;247.60.109.205
801;376;2023-10-26;20:15;products;mobile;3262;129.164.209.82
802;23;2023-07-26;13:52;home page;mobile;2651;172.89.22.84
803;357;2023-04-17;11:30;terms of use;tablet;1527;38.180.98.212
804;452;2023-06-27;14:56;policies;desktop;1402;61.254.10.119
805;20;2023-04-04;19:14;products;tablet;957;16.186.90.189
806;384;2023-09-13;22:31;products;tablet;2923;57.236.227.155
807;122;2023-08-12;23:14;policies;mobile;80;153.55.220.60
808;64;2023-05-12;0:13;home page;desktop;973;215.35.40.247
809;353;2023-06-29;21:22;terms of use;mobile;3111;137.237.139.141
810;25;2023-09-22;1:41;home page;tablet;1476;31.195.122.72
811;371;2023-06-04;20:29;home page;tablet;1983;14.118.174.222
812;327;2023-03-24;8:58;policies;tablet;1987;219.31.120.105
813;286;2023-10-23;15:59;home page;mobile;1711;247.190.204.250
814;71;2023-07-10;22:22;terms of use;desktop;1676;88.12.60.243
815;381;2022-12-22;2:11;policies;tablet;2250;192.60.131.30
816;29;2022-11-14;9:01;products;desktop;814;160.24.163.157
817;462;2023-04-10;1:04;policies;tablet;2221;211.101.15.190
818;355;2023-04-09;1:43;products;tablet;693;203.152.119.138
819;1;2023-06-01;16:20;products;mobile;2724;72.247.70.191
820;126;2023-06-10;9:19;products;mobile;1506;29.230.207.15
821;341;2023-08-02;6:17;home page;mobile;811;47.165.96.33
822;285;2023-06-02;16:59;policies;tablet;1618;15.89.237.252
823;18;2023-05-20;14:11;terms of use;desktop;2280;70.126.143.108
824;248;2023-11-07;0:04;terms of use;desktop;1119;168.58.196.14
825;2;2023-02-25;11:16;policies;tablet;3283;204.31.117.107
826;497;2023-07-31;11:58;products;tablet;758;181.223.171.202
827;137;2023-09-12;13:07;home page;tablet;3299;25.134.120.178
828;417;2023-10-31;2:09;home page;desktop;2885;144.106.127.199
829;353;2023-05-01;14:54;terms of use;mobile;308;192.17.231.211
830;259;2023-06-05;13:51;home page;tablet;2169;34.125.84.122
831;392;2023-01-29;21:58;policies;mobile;294;138.21.101.88
832;92;2023-02-05;18:06;products;tablet;2334;255.191.124.235
833;108;2023-09-12;7:59;home page;mobile;472;192.177.86.54
834;300;2023-06-23;15:32;home page;tablet;1999;140.31.246.45
835;92;2022-11-12;19:58;terms of use;tablet;2205;61.30.67.160
836;328;2023-07-04;14:17;products;tablet;2303;187.181.163.110
837;447;2023-04-21;22:57;products;mobile;1363;200.66.77.29
838;166;2023-05-21;6:27;products;desktop;1156;104.246.29.49
839;284;2023-02-19;11:07;terms of use;mobile;2282;203.93.169.133
840;30;2023-08-20;10:33;terms of use;mobile;3412;42.203.57.115
841;205;2023-08-24;10:53;home page;tablet;1518;232.158.21.59
842;186;2023-02-06;21:33;policies;tablet;986;68.128.111.166
843;483;2023-04-09;0:50;home page;mobile;1951;154.34.108.76
844;459;2023-10-27;22:45;terms of use;mobile;590;186.41.211.188
845;267;2023-09-19;7:56;home page;desktop;2328;176.69.69.80
