purchase_id;customer_id;purchase_date;purchase_time;purchase_value;purchased_products;payment_method;purchase_status
457;195;2023-11-17;20:51;7430.45;product1;paypal;completed
458;96;2023-04-19;23:12;8276.98;product3;paypal;pending
459;37;2023-03-31;17:55;1271.72;product1;credit_card;completed
460;21;2023-01-29;2:01;9788.52;product1;paypal;completed
461;469;2023-02-23;3:08;8600.26;product1;cash;pending
462;497;2023-09-06;2:17;9935.45;product1;paypal;cancelled
463;92;2023-09-05;1:48;4474.97;product3;credit_card;cancelled
464;421;2023-06-06;2:50;8236.94;product1;paypal;pending
465;104;2023-12-14;20:50;7965.09;product1;cash;completed
466;183;2023-12-16;11:56;9607.6;product2;paypal;pending
467;63;2023-02-02;20:47;5560.68;product1;cash;pending
468;93;2023-10-20;22:53;4613.26;product3;paypal;pending
469;322;2023-04-06;12:15;5724.84;product3;credit_card;pending
470;260;2023-07-13;0:56;4082.3;product1;paypal;pending
471;193;2023-01-12;6:30;6125.56;product2;cash;completed
472;53;2023-05-27;7:53;9070.7;product3;paypal;pending
473;404;2023-01-17;2:48;5607.72;product2;paypal;cancelled
474;180;2023-12-10;3:12;1252.01;product2;credit_card;completed
475;119;2023-01-06;11:29;1506.93;product3;cash;completed
476;344;2023-08-08;14:08;6757.15;product1;credit_card;cancelled
477;81;2023-06-08;4:54;4531.74;product3;paypal;cancelled
478;406;2023-02-28;10:29;604.05;product2;cash;completed
479;112;2023-09-30;17:54;9380.32;product2;cash;cancelled
480;422;2023-08-09;12:32;8666.53;product1;cash;pending
481;391;2023-10-22;9:10;8828.02;product3;cash;cancelled
482;233;2023-11-17;21:19;3566.51;product1;paypal;completed
483;429;2023-02-01;0:18;6626.68;product1;cash;pending
484;193;2023-06-27;19:24;6398.83;product3;cash;completed
485;310;2023-03-23;10:40;1126.72;product3;cash;cancelled
486;458;2023-02-25;9:16;5145.21;product2;paypal;cancelled
487;248;2023-12-19;21:09;4456.31;product1;paypal;completed
488;209;2023-06-09;21:16;901.19;product2;credit_card;completed
489;136;2023-05-04;12:57;8547.81;product1;cash;pending
490;62;2023-03-03;6:42;2665.79;product3;cash;pending
491;447;2023-01-23;0:59;7355.69;product3;cash;cancelled
492;126;2023-08-08;10:16;6172.0;product1;credit_card;cancelled
493;22;2023-09-03;4:12;78.33;product2;paypal;pending
494;300;2023-03-28;4:49;8074.99;product3;paypal;cancelled
495;141;2023-07-16;2:18;1201.25;product2;credit_card;pending
496;388;2023-11-23;14:21;6518.26;product2;cash;cancelled
497;43;2023-07-01;3:23;8949.19;product1;paypal;completed
498;215;2023-06-18;19:54;7714.49;product2;cash;pending
499;10;2023-06-23;22:09;3977.78;product1;paypal;completed
500;440;2023-04-25;8:02;810.24;product3;paypal;completed
501;102;2023-07-23;16:23;9878.29;product2;paypal;completed
502;421;2023-03-28;8:25;471.84;product3;credit_card;pending
503;445;2023-05-17;7:54;1658.75;product1;cash;completed
504;46;2023-06-09;23:09;9086.03;product3;credit_card;completed
505;383;2023-01-09;10:09;2432.09;product3;paypal;completed
506;283;2023-09-15;22:24;2672.52;product3;cash;cancelled
507;198;2023-07-19;20:29;5139.83;product2;credit_card;cancelled
508;385;2023-06-01;16:53;8333.9;product3;cash;cancelled
509;163;2023-07-01;5:49;1368.48;product2;paypal;pending
510;338;2023-08-22;20:55;650.84;product3;paypal;cancelled
511;396;2023-07-30;14:35;465.7;product1;cash;pending
512;121;2023-07-14;10:27;1584.92;product3;credit_card;completed
513;242;2023-02-15;7:47;4482.24;product3;cash;completed
514;221;2023-09-28;23:27;5578.17;product1;cash;completed
515;422;2023-01-04;7:49;1499.71;product2;paypal;pending
516;102;2023-06-06;13:23;8903.83;product2;cash;completed
517;495;2023-07-09;8:49;5693.9;product2;paypal;pending
518;392;2023-05-02;12:42;5299.91;product2;paypal;completed
519;296;2023-03-05;9:20;4032.5;product3;cash;completed
520;19;2023-11-10;7:57;724.6;product3;credit_card;pending
521;20;2023-08-09;22:03;9203.49;product2;paypal;pending
522;363;2023-11-09;17:16;7665.74;product2;paypal;pending
523;188;2023-02-18;14:03;7104.71;product1;paypal;completed
524;437;2023-05-10;4:10;1772.73;product2;credit_card;completed
525;457;2023-04-03;14:51;5371.95;product3;cash;completed
526;48;2023-11-29;10:56;5636.57;product1;paypal;pending
527;21;2023-10-11;0:52;9673.51;product2;cash;cancelled
528;11;2023-08-17;1:22;6816.78;product1;paypal;pending
529;33;2023-01-21;23:11;5731.86;product1;cash;completed
530;493;2023-04-02;16:36;2987.61;product1;paypal;completed
531;113;2023-08-13;13:50;4901.39;product3;credit_card;cancelled
532;218;2023-02-25;4:50;9920.77;product1;paypal;completed
533;38;2023-01-21;22:43;4828.84;product1;credit_card;pending
534;321;2023-07-12;21:51;7438.88;product3;cash;pending
535;109;2023-02-06;23:32;3152.49;product3;cash;pending
536;100;2023-09-27;10:00;204.07;product1;cash;completed
537;123;2023-10-14;22:38;8235.52;product2;credit_card;completed
538;482;2023-08-07;0:37;1454.25;product1;credit_card;cancelled
539;216;2023-03-12;0:59;1078.82;product2;credit_card;pending
540;276;2023-09-16;7:39;3730.42;product2;paypal;completed
541;275;2023-04-29;4:01;1873.93;product1;paypal;cancelled
542;498;2023-07-09;6:30;3622.09;product1;paypal;completed
543;435;2023-11-16;21:30;5120.9;product1;credit_card;cancelled
544;416;2023-09-02;11:05;1535.71;product3;credit_card;pending
545;445;2023-02-10;8:37;9872.38;product2;paypal;cancelled
546;212;2023-10-12;4:11;3413.31;product3;credit_card;completed
547;271;2023-12-17;1:47;5901.98;product3;cash;cancelled
548;91;2023-01-05;19:11;2942.15;product1;credit_card;completed
549;324;2023-12-23;14:49;621.28;product1;cash;cancelled
550;475;2023-04-19;0:11;8308.12;product3;paypal;pending
551;360;2023-09-04;15:02;4579.23;product1;credit_card;pending
552;220;2023-07-08;3:02;6569.69;product1;cash;completed
553;152;2023-02-26;17:26;4418.79;product1;cash;pending
554;344;2023-01-02;20:35;4884.55;product3;cash;completed
555;248;2023-04-12;17:14;7938.16;product3;paypal;cancelled
556;471;2023-09-27;18:55;1883.29;product3;cash;pending
557;340;2023-09-15;14:23;7235.5;product3;paypal;completed
558;158;2023-03-26;19:34;5434.81;product3;credit_card;pending
559;494;2023-06-10;19:19;3999.21;product2;cash;completed
560;359;2023-01-28;21:19;8640.47;product3;cash;pending
561;29;2023-02-11;17:45;1303.55;product3;cash;completed
562;84;2023-10-08;14:20;3553.03;product2;credit_card;pending
563;434;2023-02-02;20:43;9758.46;product2;credit_card;cancelled
564;182;2023-11-02;6:26;8382.24;product1;credit_card;pending
565;485;2023-02-06;8:02;4653.69;product1;credit_card;cancelled
566;429;2023-07-26;12:53;2525.99;product3;paypal;pending
567;133;2023-10-18;3:00;4407.21;product3;credit_card;cancelled
568;425;2023-01-26;1:18;5758.51;product2;cash;pending
569;270;2023-12-27;13:51;4119.69;product1;credit_card;cancelled
570;198;2023-07-07;9:37;2174.69;product3;credit_card;pending
571;432;2023-05-16;0:33;9083.27;product2;credit_card;completed
572;446;2023-02-04;18:06;2160.43;product1;credit_card;pending
573;329;2023-08-20;14:57;7401.65;product2;paypal;pending
574;451;2023-04-21;5:11;9848.04;product1;credit_card;pending
575;344;2023-08-01;23:50;5509.99;product2;paypal;pending
576;407;2023-03-20;6:51;3721.1;product3;cash;cancelled
577;21;2023-06-27;19:30;4319.47;product1;credit_card;pending
578;112;2023-09-26;18:07;9079.61;product3;credit_card;completed
579;39;2023-08-27;5:01;6108.57;product1;paypal;completed
580;16;2023-08-20;20:17;6845.52;product1;cash;pending
581;220;2023-08-15;0:50;6149.88;product2;credit_card;cancelled
582;275;2023-06-01;12:07;7075.27;product3;paypal;pending
583;457;2023-03-22;14:23;3826.87;product3;credit_card;cancelled
584;370;2023-10-29;9:21;4346.44;product3;paypal;completed
585;87;2023-07-11;22:34;2942.11;product3;paypal;completed
586;429;2023-09-17;22:16;8916.68;product2;credit_card;pending
587;90;2023-07-23;4:17;192.38;product2;paypal;cancelled
588;1;2023-04-17;5:52;5109.1;product3;credit_card;pending
589;431;2023-05-26;1:57;8730.1;product2;credit_card;pending
590;344;2023-03-17;17:50;917.1;product2;cash;pending
591;353;2023-02-20;21:02;1904.45;product3;credit_card;pending
592;171;2023-12-23;18:12;463.76;product2;paypal;pending
593;168;2023-04-27;13:08;5397.68;product2;paypal;pending
594;187;2023-03-05;13:49;4104.26;product1;cash;completed
595;397;2023-01-24;22:58;6678.9;product1;credit_card;completed
596;86;2023-12-12;21:20;3621.24;product3;paypal;cancelled
597;368;2023-02-17;4:53;7186.88;product1;credit_card;pending
598;458;2023-08-23;6:20;3628.79;product2;paypal;cancelled
599;156;2023-06-17;1:21;675.02;product1;cash;completed
600;382;2023-11-09;21:57;3422.23;product3;cash;pending
601;426;2023-01-02;17:53;68.18;product2;credit_card;completed
602;302;2023-10-13;1:40;8630.47;product1;paypal;pending
603;299;2023-11-19;3:30;8342.62;product1;credit_card;pending
604;495;2023-04-10;10:18;2447.9;product3;credit_card;completed
605;374;2023-11-25;9:40;6023.03;product1;cash;cancelled
606;88;2023-10-01;19:42;8661.01;product1;paypal;completed
607;269;2023-06-01;9:34;897.85;product3;credit_card;pending
608;304;2023-10-02;5:23;7532.13;product3;cash;pending
609;36;2023-03-10;8:08;6926.7;product2;cash;completed
610;304;2023-08-28;18:41;7101.27;product3;paypal;pending
611;110;2023-05-30;10:35;167.96;product2;paypal;cancelled
612;80;2023-10-25;9:00;4279.36;product1;credit_card;cancelled
613;369;2023-06-25;8:29;5916.71;product1;credit_card;completed
614;218;2023-06-21;17:48;4831.14;product1;credit_card;cancelled
615;351;2023-02-25;0:28;7437.17;product3;paypal;pending
616;19;2023-09-18;22:19;9002.1;product3;cash;cancelled
617;211;2023-05-15;21:31;7575.84;product3;paypal;cancelled
618;367;2023-03-10;4:00;7034.17;product3;credit_card;cancelled
619;346;2023-09-28;23:40;976.2;product2;cash;pending
620;482;2023-04-29;8:05;3100.97;product2;cash;completed
621;496;2023-04-17;20:41;6332.81;product2;cash;pending
622;358;2023-04-12;12:13;4556.94;product1;credit_card;pending
623;110;2023-05-26;12:28;9046.13;product2;cash;completed
624;239;2023-03-09;0:58;7356.75;product1;cash;completed
625;415;2023-10-28;22:02;1318.96;product1;paypal;completed
626;466;2023-12-29;8:40;1732.81;product1;credit_card;cancelled
627;145;2023-04-19;23:02;2470.5;product1;cash;cancelled
628;234;2023-08-22;3:47;1997.88;product3;paypal;pending
629;174;2023-09-29;7:23;3859.26;product1;credit_card;cancelled
630;467;2023-09-18;11:35;4853.68;product3;credit_card;cancelled
631;436;2023-11-18;16:15;1925.34;product3;cash;cancelled
632;309;2023-08-16;15:56;5495.73;product3;credit_card;pending
633;355;2023-03-01;11:57;3534.59;product3;paypal;pending
634;80;2023-12-26;2:23;4048.89;product1;credit_card;cancelled
635;30;2023-03-07;16:25;5589.52;product1;credit_card;pending
636;288;2023-03-27;19:30;5581.14;product2;credit_card;completed
637;3;2023-02-18;8:47;4251.6;product1;paypal;completed
638;43;2023-10-02;5:02;8830.91;product2;cash;completed
639;48;2023-04-05;16:35;486.44;product1;credit_card;pending
640;175;2023-01-07;12:30;7448.55;product3;credit_card;cancelled
641;311;2023-11-15;0:30;3357.65;product2;cash;cancelled
642;251;2023-09-16;9:09;3252.7;product2;credit_card;completed
643;302;2023-12-09;8:10;4386.29;product2;cash;pending
644;209;2023-06-21;14:35;6814.11;product2;paypal;pending
645;355;2023-08-23;22:45;2083.76;product3;paypal;pending
646;271;2023-05-07;16:51;1148.09;product3;paypal;cancelled
647;59;2023-04-04;1:18;9043.06;product1;credit_card;pending
648;473;2023-04-13;9:56;8526.65;product3;cash;completed
649;133;2023-09-04;1:21;6519.25;product3;paypal;pending
650;253;2023-01-13;10:09;4968.57;product1;credit_card;completed
651;59;2023-05-09;17:49;3756.19;product3;paypal;pending
652;299;2023-05-09;0:47;2207.85;product1;credit_card;pending
653;284;2023-01-21;10:04;6883.34;product3;paypal;cancelled
654;444;2023-06-09;12:22;1172.23;product1;cash;completed
655;229;2023-01-26;11:39;6166.57;product2;cash;cancelled
656;27;2023-07-30;20:51;3545.79;product2;credit_card;completed
657;249;2023-06-24;11:29;5228.91;product2;cash;cancelled
658;382;2023-12-13;14:40;5148.89;product1;credit_card;cancelled
659;88;2023-12-08;15:16;6364.58;product2;paypal;cancelled
660;443;2023-12-17;10:49;5203.05;product3;cash;completed
661;66;2023-02-05;2:43;7054.35;product3;credit_card;completed
662;412;2023-10-15;3:11;7858.38;product1;paypal;cancelled
663;450;2023-11-25;11:06;5166.72;product3;cash;cancelled
664;315;2023-05-21;13:43;7324.35;product1;paypal;completed
665;230;2023-05-18;8:18;1087.13;product2;paypal;pending
666;150;2023-01-07;5:33;3819.65;product2;paypal;cancelled
667;361;2023-04-23;13:22;9272.48;product2;cash;pending
668;402;2023-08-09;15:59;6516.8;product3;credit_card;pending
669;466;2023-05-20;20:58;5615.59;product1;credit_card;pending
670;162;2023-04-19;18:33;9172.31;product2;credit_card;completed
671;215;2023-11-27;2:24;362.23;product3;cash;completed
672;141;2023-02-28;22:03;4148.72;product3;credit_card;completed
673;143;2023-08-20;7:27;9559.01;product3;cash;pending
674;485;2023-01-01;0:01;1671.62;product2;cash;completed
675;15;2023-06-20;13:34;7958.05;product2;cash;completed
676;454;2023-11-11;20:06;2485.92;product3;cash;completed
677;44;2023-12-06;18:28;4724.32;product2;paypal;pending
678;137;2023-06-16;17:38;8875.96;product2;cash;pending
679;420;2023-02-26;15:57;2382.71;product3;paypal;pending
680;369;2023-12-06;13:06;2456.57;product1;cash;pending
681;176;2023-10-18;2:37;1459.64;product2;paypal;cancelled
682;365;2023-04-18;10:56;3447.74;product2;paypal;cancelled
683;497;2023-12-29;1:20;9970.03;product1;cash;cancelled
684;173;2023-01-24;16:47;6839.98;product2;credit_card;completed
685;420;2023-08-31;12:40;9940.48;product3;credit_card;cancelled
686;57;2023-12-14;22:52;1302.31;product3;paypal;completed
687;119;2023-01-29;11:34;4523.68;product1;credit_card;completed
688;320;2023-12-01;6:45;7080.64;product2;cash;pending
689;183;2023-07-11;13:09;7751.04;product3;cash;completed
690;123;2023-07-15;22:22;8086.99;product1;paypal;cancelled
691;405;2023-08-23;3:00;5432.62;product2;credit_card;pending
692;433;2023-03-07;18:30;2405.86;product2;paypal;pending
693;22;2023-08-09;11:18;3303.44;product3;credit_card;pending
694;298;2023-03-06;22:36;972.58;product2;cash;cancelled
695;468;2023-07-11;16:24;4202.32;product2;cash;pending
696;370;2023-10-11;4:47;9784.7;product2;cash;cancelled
697;409;2023-10-08;23:20;3024.5;product3;paypal;completed
698;228;2023-08-29;20:08;6164.61;product3;credit_card;pending
699;10;2023-09-14;23:47;6369.66;product1;cash;cancelled
700;442;2023-09-29;11:43;8183.11;product2;credit_card;pending
701;33;2023-02-19;6:13;8242.81;product2;paypal;completed
702;228;2023-03-09;4:38;3749.61;product2;cash;cancelled
703;304;2023-07-18;20:35;9790.22;product3;cash;cancelled
704;150;2023-06-28;8:31;7085.09;product2;cash;pending
705;170;2023-07-01;22:05;3732.59;product1;cash;cancelled
706;13;2023-10-13;20:22;8164.48;product3;cash;cancelled
707;360;2023-05-19;9:01;1705.91;product3;credit_card;cancelled
708;424;2023-01-02;20:08;4622.62;product1;credit_card;cancelled
709;123;2023-09-16;14:55;9439.71;product1;credit_card;completed
710;371;2023-08-22;8:44;2878.55;product2;credit_card;pending
711;445;2023-01-20;7:14;9698.85;product3;cash;completed
712;351;2023-08-06;16:49;7524.17;product3;cash;cancelled
713;196;2023-07-23;9:34;1532.33;product1;cash;pending
714;392;2023-05-04;20:21;8360.65;product3;credit_card;pending
715;246;2023-09-16;0:55;1200.41;product3;cash;pending
716;373;2023-04-08;2:56;40.49;product3;paypal;completed
717;58;2023-10-30;18:41;1452.52;product3;paypal;completed
718;293;2023-12-28;22:11;9797.83;product2;credit_card;completed
719;178;2023-03-05;1:36;2185.69;product1;credit_card;completed
720;208;2023-03-17;22:35;5223.3;product3;paypal;cancelled
721;151;2023-08-18;3:48;6055.47;product2;cash;completed
722;334;2023-12-06;1:49;7664.11;product3;paypal;cancelled
723;392;2023-07-10;11:45;3873.68;product3;credit_card;cancelled
724;107;2023-10-14;23:11;5661.57;product1;credit_card;cancelled
725;326;2023-07-28;9:28;9202.33;product2;cash;cancelled
726;407;2023-05-11;2:33;3526.43;product1;cash;completed
727;133;2023-03-29;18:05;870.17;product1;credit_card;cancelled
728;261;2023-06-05;1:33;4790.02;product2;paypal;pending
729;216;2023-05-03;17:18;876.09;product2;cash;pending
730;312;2023-04-15;7:53;8306.14;product1;credit_card;pending
731;210;2023-03-17;12:29;4379.0;product2;paypal;completed
732;99;2023-01-25;5:13;655.44;product2;cash;cancelled
733;247;2023-07-06;11:51;5455.11;product2;cash;pending
734;277;2023-05-01;20:32;1242.51;product3;credit_card;completed
735;218;2023-05-13;17:46;1154.48;product2;cash;cancelled
736;32;2023-07-05;1:46;7348.84;product3;cash;completed
737;336;2023-08-15;23:30;9499.21;product1;paypal;cancelled
738;76;2023-07-22;0:43;7560.85;product1;cash;pending
739;6;2023-03-01;17:39;7169.85;product2;paypal;pending
740;300;2023-11-14;23:38;4753.78;product1;credit_card;completed
741;76;2023-07-10;3:21;4737.96;product3;credit_card;pending
742;422;2023-11-18;21:14;6906.55;product3;cash;pending
743;428;2023-10-08;7:45;9484.29;product2;credit_card;cancelled
744;18;2023-11-26;14:01;3107.28;product1;credit_card;cancelled
745;21;2023-03-01;14:24;6117.07;product1;credit_card;completed
746;280;2023-03-15;12:17;6024.51;product2;credit_card;pending
747;282;2023-08-20;16:26;9160.02;product2;paypal;pending
748;50;2023-02-15;13:08;1465.46;product2;credit_card;cancelled
749;200;2023-12-20;22:38;2388.74;product2;credit_card;cancelled
750;330;2023-08-08;12:59;6561.11;product3;cash;pending
751;175;2023-01-31;4:08;8977.24;product1;credit_card;completed
752;409;2023-02-03;15:33;4924.21;product2;cash;pending
753;401;2023-11-19;6:20;9558.69;product3;cash;cancelled
754;430;2023-07-27;23:57;8775.91;product2;credit_card;cancelled
755;411;2023-06-13;2:20;9915.39;product3;cash;completed
756;88;2023-05-18;6:12;2982.6;product3;paypal;cancelled
757;138;2023-10-23;9:49;5051.38;product2;credit_card;cancelled
758;484;2023-03-13;9:03;7355.3;product3;paypal;pending
759;328;2023-12-22;20:25;521.95;product2;paypal;cancelled
760;55;2023-11-20;5:03;5135.32;product1;credit_card;cancelled
761;195;2023-01-31;9:50;4353.54;product2;cash;completed
762;142;2023-11-04;21:17;9938.72;product3;credit_card;pending
763;354;2023-12-27;9:35;9554.63;product3;cash;completed
764;310;2023-02-23;15:56;1673.38;product2;cash;completed
765;484;2023-03-18;21:47;1433.24;product1;cash;completed
766;292;2023-05-30;7:55;5908.54;product2;cash;completed
767;184;2023-11-08;16:52;505.91;product2;credit_card;completed
768;326;2023-07-05;2:54;3430.63;product2;credit_card;cancelled
769;229;2023-12-08;9:24;2935.46;product3;credit_card;pending
770;168;2023-11-04;0:02;773.91;product3;credit_card;cancelled
771;400;2023-05-26;2:29;9156.41;product3;paypal;completed
772;49;2023-10-08;17:06;2999.15;product2;cash;completed
773;157;2023-11-03;7:00;29.67;product3;cash;completed
774;409;2023-06-13;16:29;4999.46;product3;paypal;cancelled
775;171;2023-09-02;5:54;7327.36;product1;credit_card;pending
776;34;2023-09-29;5:29;9122.26;product2;paypal;cancelled
777;171;2023-12-29;1:13;34.53;product2;credit_card;completed
778;191;2023-07-07;1:20;7630.61;product3;credit_card;pending
779;329;2023-03-19;16:19;4969.51;product3;cash;cancelled
780;442;2023-11-03;10:52;1809.65;product3;paypal;completed
781;270;2023-09-03;3:42;8632.52;product2;paypal;cancelled
782;253;2023-05-25;3:30;7833.94;product3;cash;completed
783;416;2023-07-02;12:41;8417.03;product3;credit_card;pending
784;198;2023-07-02;2:17;6125.69;product3;paypal;pending
785;362;2023-06-23;16:34;6247.87;product2;paypal;cancelled
786;272;2023-06-15;9:57;8245.15;product2;cash;pending
787;364;2023-05-04;16:27;9400.55;product2;paypal;cancelled
788;131;2023-08-03;23:57;7144.62;product1;cash;cancelled
789;443;2023-11-12;21:16;4676.44;product3;paypal;pending
790;471;2023-12-12;7:10;2635.93;product3;credit_card;cancelled
791;340;2023-09-23;10:08;269.8;product1;credit_card;pending
792;323;2023-12-09;12:01;6132.49;product1;credit_card;cancelled
793;450;2023-12-20;12:13;4141.95;product1;paypal;cancelled
794;477;2023-11-06;22:11;9775.99;product1;cash;completed
795;493;2023-07-29;13:20;881.98;product1;credit_card;pending
796;141;2023-03-15;17:38;9366.52;product3;paypal;pending
797;416;2023-09-24;12:18;4299.81;product3;cash;completed
798;98;2023-06-28;1:09;169.34;product1;paypal;pending
799;168;2023-03-29;17:19;2107.75;product3;credit_card;pending
800;173;2023-10-29;9:03;4058.56;product3;credit_card;pending
801;403;2023-09-07;21:04;9329.46;product3;credit_card;pending
802;324;2023-05-14;6:06;8405.05;product3;cash;pending
803;317;2023-12-30;6:00;1953.7;product2;cash;cancelled
804;190;2023-10-22;14:18;8518.37;product2;paypal;cancelled
805;275;2023-02-28;16:24;3391.27;product3;credit_card;cancelled
806;168;2023-06-26;14:19;1122.43;product1;paypal;pending
807;159;2023-07-07;5:25;4030.33;product3;paypal;pending
808;461;2023-01-18;23:53;7333.06;product3;cash;completed
809;308;2023-07-26;19:27;3304.83;product1;credit_card;cancelled
810;439;2023-01-24;8:57;4735.3;product3;paypal;cancelled
811;199;2023-04-26;17:52;2453.88;product2;paypal;cancelled
812;258;2023-01-06;19:23;9125.87;product2;paypal;pending
813;140;2023-10-19;13:43;9071.91;product2;cash;cancelled
814;444;2023-05-14;1:01;4484.08;product3;paypal;cancelled
815;221;2023-01-25;22:09;7685.94;product3;credit_card;pending
816;341;2023-08-06;23:06;8638.71;product3;credit_card;completed
817;333;2023-11-01;11:39;239.03;product3;paypal;completed
818;138;2023-07-23;7:03;1713.35;product3;credit_card;completed
819;56;2023-03-25;5:17;4383.57;product2;paypal;pending
820;162;2023-09-10;10:32;1618.05;product3;cash;cancelled
821;433;2023-10-10;15:15;255.53;product2;paypal;cancelled
822;377;2023-06-19;21:33;7895.55;product2;cash;pending
823;482;2023-03-11;19:40;1585.64;product3;cash;cancelled
824;334;2023-08-06;23:22;7985.63;product2;credit_card;completed
825;402;2023-05-13;14:23;6351.31;product1;paypal;pending
826;59;2023-02-24;10:22;3143.97;product2;cash;completed
827;335;2023-11-19;23:29;4572.2;product3;paypal;cancelled
828;157;2023-05-23;8:06;8137.2;product1;cash;cancelled
829;446;2023-07-05;5:13;6871.3;product2;cash;completed
830;58;2023-12-15;19:11;4042.19;product2;paypal;cancelled
831;86;2023-11-23;7:23;3815.3;product2;cash;pending
832;391;2023-09-10;19:54;4028.47;product2;cash;pending
833;483;2023-07-19;13:56;7532.89;product1;credit_card;completed
834;67;2023-11-05;6:59;7583.3;product2;paypal;cancelled
835;220;2023-02-21;1:54;1466.8;product1;paypal;completed
836;365;2023-06-17;8:21;8065.79;product1;paypal;pending
837;296;2023-02-25;4:29;7466.95;product3;paypal;completed
838;244;2023-04-04;23:17;2304.09;product3;paypal;cancelled
839;67;2023-09-28;12:21;5513.0;product1;credit_card;pending
840;158;2023-03-24;17:31;5263.89;product2;cash;completed
841;180;2023-04-27;7:07;7802.17;product2;paypal;completed
842;224;2023-04-18;3:06;6175.67;product1;credit_card;cancelled
843;166;2023-07-28;0:48;6134.05;product1;cash;pending
844;412;2023-04-05;20:13;8860.29;product1;credit_card;completed
845;73;2023-03-17;19:41;3093.58;product2;cash;cancelled
846;482;2023-09-23;3:34;8830.35;product3;paypal;pending
847;112;2023-01-28;7:12;772.14;product3;paypal;completed
848;49;2023-07-22;20:50;2754.2;product2;cash;completed
849;289;2023-09-15;22:52;4581.54;product1;cash;pending
850;255;2023-04-16;18:52;5892.74;product2;paypal;cancelled
851;110;2023-04-16;2:07;2857.0;product2;paypal;pending
852;390;2023-09-26;14:28;1753.25;product3;cash;pending
853;335;2023-05-30;20:52;481.48;product3;credit_card;cancelled
854;20;2023-05-26;13:11;7745.05;product2;credit_card;cancelled
855;277;2023-02-06;9:52;1404.77;product3;credit_card;cancelled
856;375;2023-03-15;10:40;4944.86;product2;paypal;cancelled
857;280;2023-07-12;0:47;8536.31;product1;cash;completed
858;288;2023-07-21;1:07;8318.47;product3;paypal;cancelled
859;55;2023-11-25;6:23;1142.23;product3;cash;cancelled
860;323;2023-12-07;16:26;6389.65;product3;credit_card;completed
861;348;2023-05-18;19:41;3131.97;product1;credit_card;completed
862;374;2023-06-22;23:10;8509.14;product2;cash;cancelled
863;279;2023-06-02;20:43;1137.43;product3;paypal;pending
864;144;2023-06-11;17:01;9114.27;product1;paypal;pending
865;116;2023-10-16;0:52;7514.83;product2;credit_card;pending
866;185;2023-06-02;0:48;8965.25;product1;cash;completed
867;192;2023-07-19;12:59;6010.17;product1;cash;completed
868;125;2023-05-26;3:09;3622.66;product2;paypal;cancelled
869;255;2023-04-11;21:15;2079.68;product1;credit_card;cancelled
870;356;2023-03-10;8:27;8214.86;product1;paypal;completed
871;298;2023-10-23;20:31;2021.33;product2;paypal;cancelled
872;29;2023-08-14;12:30;9158.16;product1;paypal;completed
873;41;2023-11-18;17:54;5977.77;product2;credit_card;completed
874;100;2023-04-26;17:36;9216.68;product1;credit_card;cancelled
875;236;2023-01-07;7:01;9822.98;product2;credit_card;completed
876;275;2023-02-02;8:00;5202.54;product3;cash;cancelled
877;437;2023-09-17;5:41;9764.79;product2;cash;completed
878;481;2023-08-24;18:42;2146.67;product1;cash;pending
879;271;2023-03-12;18:18;5734.46;product2;credit_card;pending
880;459;2023-01-11;1:09;3477.14;product1;credit_card;pending
881;91;2023-07-29;6:13;8874.0;product2;credit_card;pending
882;364;2023-03-26;8:28;6158.63;product1;credit_card;cancelled
883;20;2023-03-19;15:17;9931.37;product1;cash;cancelled
884;419;2023-11-20;1:20;5339.38;product3;credit_card;cancelled
885;66;2023-05-02;2:23;4120.71;product3;credit_card;completed
886;108;2023-11-27;6:59;1711.8;product1;cash;pending
887;164;2023-04-05;2:18;3713.45;product1;paypal;completed
888;10;2023-06-10;7:26;9255.3;product2;cash;cancelled
889;168;2023-02-02;15:25;2604.12;product2;paypal;completed
890;467;2023-08-10;20:04;6406.05;product2;paypal;cancelled
891;62;2023-02-23;20:17;1711.44;product1;cash;cancelled
892;166;2023-03-13;7:50;106.76;product1;credit_card;pending
893;443;2023-04-13;2:42;5963.4;product1;credit_card;pending
894;36;2023-10-20;5:42;1461.36;product1;credit_card;cancelled
895;428;2023-11-17;7:45;1732.35;product2;credit_card;pending
896;142;2023-10-16;0:25;2225.92;product3;credit_card;completed
897;493;2023-09-15;17:11;2583.45;product2;credit_card;cancelled
898;264;2023-07-03;23:30;4111.04;product2;credit_card;cancelled
899;341;2023-11-27;11:16;304.83;product3;credit_card;pending
900;499;2023-08-25;0:08;2749.16;product2;paypal;completed
901;327;2023-05-10;21:54;9813.29;product2;paypal;cancelled
902;342;2023-02-12;4:04;1633.06;product1;credit_card;pending
903;191;2023-11-11;0:43;8859.16;product2;credit_card;cancelled
904;429;2023-09-25;13:22;689.37;product2;paypal;completed
905;425;2023-03-22;16:01;3823.31;product1;paypal;pending
906;309;2023-06-06;3:44;433.62;product1;cash;completed
907;157;2023-07-23;0:55;6049.23;product2;paypal;completed
908;53;2023-01-14;19:20;7405.8;product1;cash;cancelled
909;391;2023-07-02;14:42;4068.51;product3;cash;pending
910;240;2023-05-12;4:36;2012.46;product3;cash;completed
911;457;2023-01-18;23:49;9526.06;product1;paypal;pending
912;118;2023-04-03;14:57;7403.2;product2;paypal;pending
